creative,party,ad_issue,cycle,ad_purpose,ad_tone
DNC/Gore Spanish College,democrat,Taxes,2000,policy,promote
DNC/Gore Spanish College,democrat,None,2000,policy,promote
DNC/Gore Texas Water,democrat,Environment,2000,policy,contrast
DNC/Gore Texas Water,democrat,Political record,2000,policy,contrast
DNC/Gore Texas Water,democrat,None,2000,policy,contrast
DNC/Gore The Gore Plan,democrat,Health care,2000,policy,promote
DNC/Gore The Gore Plan,democrat,Medicare,2000,policy,promote
DNC/Gore The Gore Plan,democrat,None,2000,policy,promote
DNC/Gore Victims' Rights,democrat,Crime,2000,policy,promote
DNC/Gore Victims' Rights,democrat,None,2000,policy,promote
DNC/Gore Wrong Rx,democrat,Health care,2000,policy,contrast
DNC/Gore Wrong Rx,democrat,Medicare,2000,policy,contrast
DNC/Gore Wrong Rx,democrat,None,2000,policy,contrast
DNC/New Bush RX Ads,democrat,Health care,2000,policy,contrast
DNC/New Bush RX Ads,democrat,Medicare,2000,policy,contrast
DNC/New Bush RX Ads,democrat,None,2000,policy,contrast
DNC/New Bush RX Ads Revised,democrat,Health care,2000,policy,contrast
DNC/New Bush RX Ads Revised,democrat,Medicare,2000,policy,contrast
DNC/New Bush RX Ads Revised,democrat,None,2000,policy,contrast
DNC/The Bush Plan,democrat,Medicare,2000,policy,contrast
DNC/The Bush Plan,democrat,None,2000,policy,contrast
DNC/Tonight In Philadelphia,democrat,Other child-related issues,2000,policy,attack
DNC/Tonight In Philadelphia,democrat,Health care,2000,policy,attack
DNC/Tonight In Philadelphia,democrat,Environment,2000,policy,attack
DNC/Tonight In Philadelphia,democrat,Special Interests,2000,policy,attack
EMPOWER/Bush Tax Plan,republican,Taxes,2000,policy,contrast
EMPOWER/Bush Tax Plan,republican,None,2000,policy,contrast
FORBES/Bush Tax Pledge,republican,Taxes,2000,personal,contrast
FORBES/Bush Tax Pledge,republican,Political record,2000,personal,contrast
FORBES/Bush Tax Pledge,republican,None,2000,personal,contrast
FORBES/Control,republican,Social security,2000,policy,promote
FORBES/Control,republican,None,2000,policy,promote
FORBES/Debate,republican,Taxes,2000,policy,promote
FORBES/Debate,republican,Social security,2000,policy,promote
FORBES/Debate,republican,Abortion,2000,policy,promote
FORBES/Debate,republican,Other,2000,policy,promote
FORBES/Family Unity,republican,Background,2000,personal,promote
FORBES/Family Unity,republican,Personal values,2000,personal,promote
FORBES/Family Unity,republican,Moral values,2000,personal,promote
FORBES/Family Unity,republican,None,2000,personal,promote
FORBES/Iowa,republican,Moral values,2000,policy,promote
FORBES/Iowa,republican,None,2000,policy,promote
FORBES/MOTS,republican,Personal values,2000,policy,promote
FORBES/MOTS,republican,Honesty/Integrity,2000,policy,promote
FORBES/MOTS,republican,None,2000,policy,promote
FORBES/New Economic Plan,republican,Taxes,2000,policy,promote
FORBES/New Economic Plan,republican,None,2000,policy,promote
FORBES/People Sick Of,republican,Taxes,2000,policy,promote
FORBES/People Sick Of,republican,Other,2000,policy,promote
FORBES/People Sick Of,republican,None,2000,policy,promote
FORBES/Talent,republican,Background,2000,policy,promote
FORBES/Talent 60,republican,Health care,2000,both,promote
FORBES/Talent 60,republican,Social security,2000,both,promote
FORBES/Talent 60,republican,Education,2000,both,promote
FORBES/Talent 60,republican,Taxes,2000,both,promote
FORBES/Ultrasound,republican,Abortion,2000,policy,promote
FORBES/Ultrasound,republican,None,2000,policy,promote
GOP/NA Bush Spanish 15,republican,None,2000,unclear,promote
GOP/NA Education Choice,republican,Education,2000,policy,NA
GOP/NA Education Choice,republican,None,2000,policy,NA
GORE/1969,democrat,Background,2000,both,promote
GORE/1969,democrat,Political record,2000,both,promote
GORE/1969,democrat,Social security,2000,both,promote
GORE/1969,democrat,Education,2000,both,promote
GORE/All It Can Get,democrat,Social security,2000,policy,promote
GORE/All It Can Get,democrat,Health care,2000,policy,promote
GORE/All It Can Get,democrat,Education,2000,policy,promote
GORE/All It Can Get,democrat,Medicare,2000,policy,promote
GORE/Big Oil No Kids,democrat,Health care,2000,policy,contrast
GORE/Big Oil No Kids,democrat,Taxes,2000,policy,contrast
GORE/Big Oil No Kids,democrat,Special Interests,2000,policy,contrast
GORE/Big Oil No Kids,democrat,None,2000,policy,contrast
GORE/Bio 60,democrat,Background,2000,both,promote
GORE/Bio 60,democrat,Environment,2000,both,promote
GORE/Bio 60,democrat,Health care,2000,both,promote
GORE/Bio 60,democrat,Education,2000,both,promote
GORE/Brady Bill,democrat,Background,2000,policy,promote
GORE/Bush TX Ideas to OH,democrat,Employment/ jobs,2000,policy,attack
GORE/Bush TX Ideas to OH,democrat,Minimum wage,2000,policy,attack
GORE/Bush TX Ideas to OH,democrat,Health care,2000,policy,attack
GORE/Bush TX Ideas to OH,democrat,None,2000,policy,attack
GORE/Checkbook not Notebook Rx,democrat,Health care,2000,policy,contrast
GORE/Checkbook not Notebook Rx,democrat,Medicare,2000,policy,contrast
GORE/Checkbook not Notebook Rx,democrat,Other,2000,policy,contrast
GORE/Checkbook not Notebook Rx,democrat,None,2000,policy,contrast
GORE/Cover,democrat,Health care,2000,policy,contrast
GORE/Cover,democrat,Medicare,2000,policy,contrast
GORE/Cover,democrat,None,2000,policy,contrast
GORE/DNC 2 Oil Men,democrat,Environment,2000,policy,attack
GORE/DNC 2 Oil Men,democrat,None,2000,policy,attack
GORE/DNC 8 Nobel Laureates,democrat,Social security,2000,policy,attack
GORE/DNC 8 Nobel Laureates,democrat,Deficit/ surplus/ budget/ debt,2000,policy,attack
GORE/DNC 8 Nobel Laureates,democrat,Taxes,2000,policy,attack
GORE/DNC 8 Nobel Laureates,democrat,Other economic reference,2000,policy,attack
GORE/DNC Big Oil Tax Break,democrat,Taxes,2000,policy,attack
GORE/DNC Big Oil Tax Break,democrat,Health care,2000,policy,attack
GORE/DNC Big Oil Tax Break,democrat,Minimum wage,2000,policy,attack
GORE/DNC Big Oil Tax Break,democrat,Environment,2000,policy,attack
GORE/DNC Black Lung Lie,democrat,Other economic reference,2000,policy,attack
GORE/DNC Black Lung Lie,democrat,Other,2000,policy,attack
GORE/DNC Black Lung Lie,democrat,None,2000,policy,attack
GORE/DNC Bob Ball SS,democrat,Social security,2000,policy,attack
GORE/DNC Bob Ball SS,democrat,None,2000,policy,attack
GORE/DNC Bush Back in NH,democrat,Social security,2000,policy,attack
GORE/DNC Bush Back in NH,democrat,Deficit/ surplus/ budget/ debt,2000,policy,attack
GORE/DNC Bush Back in NH,democrat,Minimum wage,2000,policy,attack
GORE/DNC Bush Back in NH,democrat,None,2000,policy,attack
GORE/DNC Bush Take US Back,democrat,Employment/ jobs,2000,policy,contrast
GORE/DNC Bush Take US Back,democrat,Environment,2000,policy,contrast
GORE/DNC Bush Take US Back,democrat,Special Interests,2000,policy,contrast
GORE/DNC Bush Take US Back,democrat,None,2000,policy,contrast
GORE/DNC Cheney Black Lung,democrat,Minimum wage,2000,policy,attack
GORE/DNC Cheney Black Lung,democrat,Health care,2000,policy,attack
GORE/DNC Cheney Black Lung,democrat,None,2000,policy,attack
GORE/DNC Gas Tax GWB,democrat,Other economic reference,2000,policy,contrast
GORE/DNC Gas Tax GWB,democrat,Taxes,2000,policy,contrast
GORE/DNC Gas Tax GWB,democrat,Health care,2000,policy,contrast
GORE/DNC Gas Tax GWB,democrat,None,2000,policy,contrast
GORE/DNC Green,democrat,Environment,2000,policy,promote
GORE/DNC Green,democrat,None,2000,policy,promote
GORE/DNC Make the Call,democrat,Environment,2000,both,promote
GORE/DNC Make the Call,democrat,Other defense/foreign policy issues,2000,both,promote
GORE/DNC Make the Call,democrat,Deficit/ surplus/ budget/ debt,2000,both,promote
GORE/DNC Make the Call,democrat,None,2000,both,promote
GORE/DNC NV Bush Not Telling Truth,democrat,Background,2000,policy,contrast
GORE/DNC NV Bush Not Telling Truth,democrat,Environment,2000,policy,contrast
GORE/DNC NV Bush Not Telling Truth,democrat,Special Interests,2000,policy,contrast
GORE/DNC NV Bush Not Telling Truth,democrat,None,2000,policy,contrast
GORE/DNC Smaller Tax Cut,democrat,Taxes,2000,policy,contrast
GORE/DNC Smaller Tax Cut,democrat,Deficit/ surplus/ budget/ debt,2000,policy,contrast
GORE/DNC Smaller Tax Cut,democrat,Education,2000,policy,contrast
GORE/DNC Smaller Tax Cut,democrat,Social security,2000,policy,contrast
GORE/DNC SS Federal Program,democrat,Social security,2000,policy,attack
GORE/DNC SS Federal Program,democrat,Background,2000,policy,attack
GORE/DNC Who's Side is GWB On,democrat,Health care,2000,both,attack
GORE/DNC Who's Side is GWB On,democrat,Child care,2000,both,attack
GORE/DNC Who's Side is GWB On,democrat,Education,2000,both,attack
GORE/Door to Door,democrat,Background,2000,both,promote
GORE/Education,democrat,Education,2000,policy,promote
GORE/Education,democrat,Other,2000,policy,promote
GORE/Education,democrat,None,2000,policy,promote
GORE/Education - Modernize Classrooms,democrat,Education,2000,policy,promote
GORE/Education - Modernize Classrooms,democrat,Other child-related issues,2000,policy,promote
GORE/Education - Modernize Classrooms,democrat,Other,2000,policy,promote
GORE/Education - Modernize Classrooms,democrat,None,2000,policy,promote
GORE/Expand Prosperity,democrat,Minimum wage,2000,both,attack
GORE/Expand Prosperity,democrat,Other child-related issues,2000,both,attack
GORE/Expand Prosperity,democrat,Government Spending,2000,both,attack
GORE/Expand Prosperity,democrat,Special Interests,2000,both,attack
GORE/Experience,democrat,Political record,2000,both,promote
GORE/Experience,democrat,Welfare,2000,both,promote
GORE/Experience,democrat,Education,2000,both,promote
GORE/Experience,democrat,Deficit/ surplus/ budget/ debt,2000,both,promote
GORE/Fight Big Drug Companies,democrat,Health care,2000,policy,promote
GORE/Fight Big Drug Companies,democrat,Other child-related issues,2000,policy,promote
GORE/Fight Big Drug Companies,democrat,Medicare,2000,policy,promote
GORE/Fight Big Drug Companies,democrat,Other,2000,policy,promote
GORE/Fight for You,democrat,Background,2000,both,promote
GORE/Fiscal Discipline 15,democrat,Deficit/ surplus/ budget/ debt,2000,policy,promote
GORE/Fiscal Discipline 15,democrat,Social security,2000,policy,promote
GORE/Fiscal Discipline 15,democrat,Medicare,2000,policy,promote
GORE/Fiscal Discipline 15,democrat,Taxes,2000,policy,promote
GORE/Growing Up Spanish,democrat,None,2000,unclear,promote
GORE/Gun Contol,democrat,Gun control,2000,personal,contrast
GORE/Gun Contol,democrat,Abortion,2000,personal,contrast
GORE/Gun Contol,democrat,None,2000,personal,contrast
GORE/Hallmark of a Gore Presidency 60,democrat,Background,2000,both,promote
GORE/Happy Thanksgiving,democrat,Background,2000,personal,promote
GORE/Happy Thanksgiving,democrat,None,2000,personal,promote
GORE/Hard Work Tax Plan,democrat,Employment/ jobs,2000,policy,contrast
GORE/Hard Work Tax Plan,democrat,Deficit/ surplus/ budget/ debt,2000,policy,contrast
GORE/Hard Work Tax Plan,democrat,Taxes,2000,policy,contrast
GORE/Hard Work Tax Plan,democrat,Social security,2000,policy,contrast
GORE/Healthcare for Children,democrat,Health care,2000,policy,promote
GORE/Healthcare for Children,democrat,Other child-related issues,2000,policy,promote
GORE/Healthcare for Children,democrat,Deficit/ surplus/ budget/ debt,2000,policy,promote
GORE/Healthcare for Children,democrat,None,2000,policy,promote
GORE/Home,democrat,Environment,2000,both,promote
GORE/Home,democrat,Welfare,2000,both,promote
GORE/Home,democrat,None,2000,both,promote
GORE/Iowa Floods,democrat,Political record,2000,both,promote
GORE/Iowa Floods,democrat,Other,2000,both,promote
GORE/Iowa Floods,democrat,None,2000,both,promote
GORE/Is Bush Good for WV,democrat,Health care,2000,policy,contrast
GORE/Is Bush Good for WV,democrat,Minimum wage,2000,policy,contrast
GORE/Is Bush Good for WV,democrat,Social security,2000,policy,contrast
GORE/Is Bush Good for WV,democrat,Other,2000,policy,contrast
GORE/Job as President,democrat,Background,2000,personal,promote
GORE/Job as President Revised,democrat,Honesty/Integrity,2000,personal,promote
GORE/Job as President Revised,democrat,Personal values,2000,personal,promote
GORE/Job as President Revised,democrat,None,2000,personal,promote
GORE/Kept Going,democrat,Background,2000,personal,promote
GORE/Medical Errors,democrat,Health care,2000,both,promote
GORE/Medical Errors,democrat,None,2000,both,promote
GORE/Medicare & Medicaid Lifeline,democrat,Medicare,2000,policy,promote
GORE/Medicare & Medicaid Lifeline,democrat,Health care,2000,policy,promote
GORE/Medicare & Medicaid Lifeline,democrat,Deficit/ surplus/ budget/ debt,2000,policy,promote
GORE/Medicare & Medicaid Lifeline,democrat,Other,2000,policy,promote
GORE/Medicare Education Spanish,democrat,Education,2000,unclear,promote
GORE/Medicare Education Spanish,democrat,None,2000,unclear,promote
GORE/NARAL,democrat,Background,2000,policy,promote
GORE/National Anthem Spanish,democrat,Employment/ jobs,2000,both,promote
GORE/National Anthem Spanish,democrat,Other,2000,both,promote
GORE/National Anthem Spanish,democrat,None,2000,both,promote
GORE/Nuclear Waste,democrat,Other,2000,policy,contrast
GORE/Nuclear Waste,democrat,None,2000,policy,contrast
GORE/Play God,democrat,Health care,2000,policy,promote
GORE/Play God,democrat,None,2000,policy,promote
GORE/Prescription Drug Battle,democrat,Background,2000,unclear,promote
GORE/Preserve Medicare & Medicaid,democrat,Health care,2000,policy,promote
GORE/Preserve Medicare & Medicaid,democrat,Medicare,2000,policy,promote
GORE/Preserve Medicare & Medicaid,democrat,Other,2000,policy,promote
GORE/Preserve Medicare & Medicaid,democrat,None,2000,policy,promote
GORE/Prosperity,democrat,Other economic reference,2000,policy,promote
GORE/Prosperity,democrat,Deficit/ surplus/ budget/ debt,2000,policy,promote
GORE/Prosperity,democrat,Education,2000,policy,promote
GORE/Prosperity,democrat,Health care,2000,policy,promote
GORE/Question SS,democrat,Political record,2000,policy,contrast
GORE/Question SS,democrat,Taxes,2000,policy,contrast
GORE/Question SS,democrat,Deficit/ surplus/ budget/ debt,2000,policy,contrast
GORE/Question SS,democrat,Health care,2000,policy,contrast
GORE/Record,democrat,Defense,2000,policy,promote
GORE/Record,democrat,Missile defense/Star wars,2000,policy,promote
GORE/Record,democrat,Other economic reference,2000,policy,promote
GORE/Record,democrat,None,2000,policy,promote
GORE/RFK Jr.,democrat,Background,2000,policy,promote
GORE/Right Track,democrat,Background,2000,both,promote
GORE/Right Track 2,democrat,Other economic reference,2000,policy,promote
GORE/Right Track 2,democrat,Education,2000,policy,promote
GORE/Right Track 2,democrat,Environment,2000,policy,promote
GORE/Right Track 2,democrat,Health care,2000,policy,promote
GORE/Spanish,democrat,Background,2000,both,promote
GORE/Takes On,democrat,Background,2000,both,promote
GORE/Teachers,democrat,Education,2000,policy,promote
GORE/Teachers,democrat,None,2000,policy,promote
GORE/Training,democrat,Taxes,2000,policy,promote
GORE/Training,democrat,Education,2000,policy,promote
GORE/Training,democrat,None,2000,policy,promote
GORE/Trickle,democrat,Taxes,2000,policy,contrast
GORE/Trickle,democrat,Deficit/ surplus/ budget/ debt,2000,policy,contrast
GORE/Trickle,democrat,Social security,2000,policy,contrast
GORE/Trickle,democrat,Medicare,2000,policy,contrast
GORE/Twinkle Little Star Spanish,democrat,Health care,2000,policy,attack
GORE/Twinkle Little Star Spanish,democrat,None,2000,policy,attack
GORE/Twinkle Little Star Spanish 2,democrat,Health care,2000,policy,attack
GORE/Twinkle Little Star Spanish 2,democrat,None,2000,policy,attack
GORE/Veteran,democrat,Taxes,2000,both,promote
GORE/Veteran,democrat,Welfare,2000,both,promote
GORE/Veteran,democrat,Crime,2000,both,promote
GORE/Veteran,democrat,Other child-related issues,2000,both,promote
GORE/Veteran 2,democrat,Background,2000,policy,promote
GORE/Veteran 2,democrat,Taxes,2000,policy,promote
GORE/Veteran 2,democrat,Education,2000,policy,promote
GORE/Veteran 2,democrat,Welfare,2000,policy,promote
GORE/Veteran Revised,democrat,Veterans,2000,policy,promote
GORE/Veteran Revised,democrat,Taxes,2000,policy,promote
GORE/Veteran Revised,democrat,Education,2000,policy,promote
GORE/Veteran Revised,democrat,Welfare,2000,policy,promote
GORE/When I Was Young,democrat,Environment,2000,both,promote
GORE/When I Was Young,democrat,None,2000,both,promote
GORE/Working for All 15,democrat,Taxes,2000,policy,promote
GORE/Working for All 15,democrat,Social security,2000,policy,promote
GORE/Working for All 15,democrat,Medicare,2000,policy,promote
